612,See the aquarium.,수족관을 보고 싶어요
613,Taxi right now?,지금 바로 택시를 탈까요?
614,Map of hotel.,호텔 지도가 필요해요
615,Phone code?,전화 국가 번호는요?
616,Here for weekend.,주말 여행으로 왔어요
617,Sweet dessert.,달콤한 디저트 주세요
618,Change my room.,방을 바꿔야 해요
619,Tip mandatory?,팁은 의무인가요?
620,Visit a garden.,정원에 가고 싶어요
621,Use my charger?,여기서 충전기를 써도 돼요?
622,Simple pen.,간단한 펜이 필요해요
623,Best shopping st?,가장 좋은 쇼핑 거리는?
624,Going to stadium.,경기장에 갈 거예요
625,Fork and spoon.,포크와 숟가락 주세요
626,Small juice bottle.,작은 주스 한 병이 필요해요
627,Boarding time?,탑승 시간은 몇 시예요?
628,Try local drink.,현지 음료를 마시고 싶어요
629,Plastic cover?,비닐 덮개를 주시겠어요?
630,Room with bathtub.,욕조가 있는 방이 필요해요
631,Pool on roof?,옥상에 수영장이 있나요?
632,Here until Monday.,월요일까지 있을 거예요
633,Light meal please.,가벼운 식사 주세요
634,Map of the area.,이 지역 지도가 필요해요
635,Nearest drug store?,가장 가까운 약국은요?
636,Buy postcards.,엽서를 좀 사고 싶어요
637,Use vending mach?,자판기를 써도 될까요?
638,Smaller portion.,더 적은 양이 필요해요
639,Name of this dish?,이 음식 이름이 뭐예요?
640,Going to bus term.,버스터미널에 갈 거예요
641,Wake-up call at 7?,7시에 모닝콜 부탁해요
642,Need luggage belt.,여행 가방 벨트가 필요해요
643,Taxi meter run?,택시 미터기가 작동하나요?
644,See main square.,중앙 광장을 보고 싶어요
645,Sweet wine please.,달콤한 와인 한 잔 주세요
646,Call the hotel.,호텔에 전화해야 해요
647,Rent a car where?,차는 어디서 빌려요?
648,Here for business.,업무차 방문했습니다
649,Student discount?,학생 할인이 되나요?
650,Room near elevator.,엘리베이터 근처 방이 필요해요
651,Local time?,현지 시간은 몇 시예요?
652,Break time now.,지금 쉬고 싶어요
653,Use safe box?,금고를 써도 될까요?
654,Airport shuttle.,공항 셔틀이 필요해요
655,Water hot enough?,물이 충분히 뜨거운가요?
656,Museum tomorrow.,내일 박물관에 갈 거예요
657,Some butter?,버터 좀 주세요
658,Ticket to opera.,오페라 표가 필요해요
659,Closest parking?,가장 가까운 주차장은?
660,Buy some flowers.,꽃을 좀 사고 싶어요
661,Receipt for taxi?,택시 영수증 주시겠어요?
662,Clean sheet.,깨끗한 시트가 필요해요
663,Best dish here?,여기서 제일 맛있는 요리는?
664,Walking around.,그냥 주변을 걷는 중이에요
665,Table outside.,바깥 테이블로 할게요
666,Room on low floor.,저층 방이 필요해요
667,Flight full?,비행기가 만석인가요?
668,Want to take photo.,사진을 찍고 싶어요
669,Use public phone?,공중전화를 써도 될까요?
670,Small souvenir.,작은 기념품이 필요해요
671,Train to Busan?,부산 가는 기차는 어디예요?
672,Stay 1 more night.,하룻밤 더 묵을 거예요
673,Sparkling water?,탄산수 좀 주시겠어요?
674,Shoe polish service.,구두 닦는 서비스가 필요해요
675,Voltage here?,여기 전압은 얼마예요?
676,Buy chocolate.,초콜릿을 좀 사고 싶어요
677,Small juice?,작은 주스 한 잔 주세요
678,New battery watch.,시계에 쓸 새 배터리가 필요해요
679,Bus to airport?,이 버스가 공항에 가나요?
680,Going to main st.,중앙 거리에 갈 거예요
681,Fork and knife.,포크와 나이프 주세요
682,Cold water bottle.,시원한 물 한 병이 필요해요
683,Children's area?,어린이 구역은 어디예요?
684,Visit a gallery.,갤러리에 가고 싶어요
685,Use phone charger?,제 폰 충전기를 써도 될까요?
686,Reserve for 4.,4명 예약을 해야 해요
687,Average cost?,평균 비용은 얼마예요?
688,Just having look.,그냥 구경만 하고 있어요
689,Small coffee cup?,작은 커피 잔 주시겠어요?
690,Map with marks.,명소가 표시된 지도가 필요해요
691,Water too cold?,물이 너무 차가운가요?
692,See the ocean.,바다를 보고 싶어요
693,Simple sandwich.,간단한 샌드위치 주세요
694,Use washroom.,화장실을 써야 해요
695,Get a stamp?,우표는 어디서 사요?
696,Back to hotel.,호텔로 돌아갈 거예요
697,Glass of milk?,우유 한 잔 주시겠어요?
698,New blanket.,새 담요가 필요해요
699,Currency symbol?,통화 기호가 뭐예요?
700,Buy some gifts.,선물을 좀 사고 싶어요
701,Use gym equip?,체육관 장비를 써도 될까요?
702,Spare key card.,여분의 키 카드가 필요해요
703,Best place to eat?,가장 좋은 식사 장소는요?
704,Travel for leisure.,레저 목적으로 여행 중이에요
705,Hot chocolate?,핫초콜릿 한 잔 주세요
706,Local phone no.,현지 전화번호가 필요해요
707,Closed on Monday?,박물관은 월요일에 쉬나요?
708,Try street food.,길거리 음식을 먹고 싶어요
709,Bigger bag?,더 큰 가방을 주시겠어요?
710,Room on west side.,서쪽 방이 필요해요
711,Distance to city?,도시까지 거리가 얼마나 돼요?
712,Here sightseeing.,관광 목적으로 왔습니다
713,Light beer please.,가벼운 맥주 주세요
714,Receipt with date.,날짜가 있는 영수증이 필요해요
715,Info point where?,안내 지점은 어디예요?
716,Visit a factory.,공장에 방문하고 싶어요
717,Use mobile data?,모바일 데이터를 써도 될까요?
718,Room with a safe.,금고가 있는 방이 필요해요
719,Fee for luggage?,수하물 요금이 있나요?
720,Going to the pier.,부두에 갈 거예요
721,Olive oil please.,올리브 오일 좀 주시겠어요?
722,Ticket to castle.,성으로 가는 표가 필요해요
723,Best hotel?,가장 좋은 호텔은 어디예요?
724,Want to take selfie.,셀카를 찍고 싶어요
725,Stamp for Europe?,유럽으로 보낼 우표는요?
726,Clean pillowcase.,깨끗한 베갯잇이 필요해요
727,Buy cheap ticket?,저렴한 표는 어디서 사요?
728,Sports event here.,스포츠 경기 때문에 왔어요
729,Glass of soda?,탄산음료 한 잔 주세요
730,Ticket machine.,표 자동 판매기가 필요해요
731,Open until late?,이곳은 늦게까지 여나요?
732,See the monument.,기념비를 보고 싶어요
733,Senior discount?,노인 할인이 되나요?
734,Small notepad.,작은 메모장이 필요해요
735,Opening time?,문을 여는 시간은요?
736,Walking park.,공원을 산책하는 중이에요
737,Cold coffee?,차가운 커피 주세요
738,Map English names.,영어로 된 지도가 필요해요
739,Bus to center?,시내 가는 버스는 어디예요?
740,Try local wine.,현지 와인을 마시고 싶어요
741,Use washing mach?,세탁기를 써도 될까요?
742,Reserve for today.,오늘 예약해야 해요
743,Ferry free?,페리는 무료인가요?
744,To airport now.,지금 공항에 갈 거예요
745,Some ice cream?,아이스크림 좀 주시겠어요?
746,Warm drink.,따뜻한 음료가 필요해요
747,Get local map?,현지 지도는 어디서 얻어요?
748,Buy some sweets.,사탕을 좀 사고 싶어요
749,Use own bottle?,제 물통을 써도 될까요?
750,Taxi in 5 min.,5분 뒤에 택시 부탁해요
751,Bus no. to city?,시내 가는 버스 번호는요?
752,Here for concert.,콘서트 때문에 왔어요
753,Table by window.,창문 옆 테이블로 할게요
754,Luggage storage.,짐 보관소가 필요해요
755,Museum worth it?,박물관은 방문할 가치가 있나요?
756,See the whole.,전체 장소를 보고 싶어요
757,Receipt right now?,지금 바로 영수증 주실까요?
758,Room with shower.,샤워 시설이 있는 방이요
759,Tourist office?,관광 안내소는 어디예요?
760,Leaving tomorrow.,내일 아침에 떠날 거예요
761,More rice please.,밥 좀 더 주시겠어요?
762,Small wine bottle.,작은 와인 한 병이 필요해요
763,Gate number?,게이트 번호가 몇 번이에요?
764,Visit mountains.,산에 방문하고 싶어요
765,Use the iron?,다리미를 써도 될까요?
766,Spare room key.,여분의 방 키 카드가 필요해요
767,Area for tourists?,이 지역은 관광객을 위한 건가요?
768,Waiting for ferry.,다음 페리를 기다리는 중이에요
769,Black coffee?,블랙커피 한 잔 주세요
770,Bus to main stn.,중앙역 가는 버스가 필요해요
771,Find good pub?,좋은 술집은 어디서 찾아요?
772,Buy some snacks.,간식을 좀 사고 싶어요
773,Discount cash?,현금 할인이 되나요?
774,Larger portion.,더 많은 양이 필요해요
775,Departure date?,출발 날짜는 언제예요?
776,Watching people.,그냥 사람들 구경하는 중이에요
777,Glass tap water?,수돗물 한 잔 주시겠어요?
778,Map transport.,교통편 지도가 필요해요
779,Is this last one?,이게 마지막인가요?
780,See the sunrise.,일출을 보고 싶어요
781,Use computer?,여기서 컴퓨터를 써도 될까요?
782,Small notebook.,작은 공책이 필요해요
783,Ticket counter?,표 판매대는 어디예요?
784,Going seaside.,해변가에 갈 거예요
785,Clean spoon.,깨끗한 숟가락 주세요
786,Room double bed.,더블 침대 있는 방이요
787,Closing time now?,지금 마감 시간은 몇 시예요?
788,Try new coffee.,새로운 커피를 마시고 싶어요
789,Receipt machine?,기계에서 영수증을 받나요?
790,Ticket next stop.,다음 정거장 가는 표가 필요해요
791,Taxi line here?,여기 택시 줄이 있나요?
792,Here for meeting.,회의 때문에 왔습니다
793,Table for four.,4인용 테이블로 할게요
794,Call at 8:30.,8시 30분에 모닝콜 부탁해요
795,Find gift shop?,선물 가게는 어디예요?
796,See sunset today.,오늘 일몰을 보고 싶어요
797,Use the locker?,사물함을 써도 될까요?
798,Small cup.,작은 컵이 필요해요
799,Temperature now?,지금 온도는 몇 도예요?
800,Buy some beer.,맥주를 좀 사고 싶어요
801,Pay foreign money?,외화로 계산할 수 있나요?
802,Reserve for 3.,3인 예약을 해야 해요
803,Departure gate?,출발 게이트는 어디예요?
804,Traveling spouse.,배우자와 여행 중이에요
805,Little sauce?,소스 좀 조금만 주시겠어요?
806,Copy of passport.,여권 복사본이 필요해요
807,Breakfast incl.?,아침 식사가 포함되나요?
808,See famous tower.,유명한 탑을 보고 싶어요
809,Small dessert?,작은 디저트 주시겠어요?
810,New camera batt.,카메라 새 배터리가 필요해요
811,Bus stop name?,버스 정류장 이름이 뭐예요?
812,Going riverside.,강변에 갈 거예요
813,Warm milk please.,따뜻한 우유 주세요
814,Universal adapter.,만능 어댑터가 필요해요
815,Good museum where?,좋은 박물관은 어디예요?
816,Try local beer.,현지 맥주를 마시고 싶어요
817,Use umbrella?,우산을 써도 될까요?
818,Small flashlight.,작은 손전등이 필요해요
819,Store still open?,가게가 아직 열었나요?
820,Short holiday here.,짧은 휴가차 왔어요
821,Table near window.,창가 근처 테이블로 할게요
822,Reserve tomorrow.,내일 예약을 해야 해요
823,Fare for children?,어린이 요금은 얼마예요?
824,Buy some wine.,와인을 좀 사고 싶어요
825,Clean glass?,깨끗한 잔 주시겠어요?
826,Laundry form.,세탁 서비스 용지가 필요해요
827,Closest pharmacy?,가장 가까운 약국은요?
828,Beach later.,나중에 해변에 갈 거예요
829,Cold juice please.,시원한 주스 주세요
830,New pair of socks.,새 양말 한 켤레가 필요해요
831,Coffee free?,커피는 무료인가요?
832,Walk to beach.,해변까지 걸어가고 싶어요
833,Use the balcony?,발코니를 써도 될까요?
834,Ticket to center.,시내 가는 표가 필요해요
835,Return flight time?,귀국 비행기 시간은요?
836,Just resting here.,여기서 잠시 쉬는 중이에요
837,Small dessert menu?,작은 디저트 메뉴판 주세요
838,Map tourist spots.,관광지 지도가 필요해요
839,Train to airport?,공항 가는 기차는 어디예요?
840,Try the seafood.,해산물을 먹고 싶어요
841,Sweet drink?,달콤한 음료 주세요
842,Taxi phone number.,택시 전화번호가 필요해요
843,Hotel fully booked?,호텔이 만실인가요?
844,Park next door.,옆 공원에 갈 거예요
845,Stairs to top?,꼭대기까지 계단을 써요?
846,Laptop adapter.,노트북 어댑터가 필요해요
847,Local time zone?,현지 시간대는 뭐예요?
848,See sunset later.,나중에 일몰을 보고 싶어요
849,Small soda?,작은 탄산음료 주세요
850,Luggage tag.,이것에 붙일 꼬리표가 필요해요
851,Stamp for Asia?,아시아로 보낼 우표는요?
852,Traveling friends.,친구들과 여행 중이에요
853,More cheese?,치즈 좀 더 주시겠어요?
854,Tour leaflet.,투어 안내 책자가 필요해요
855,Price per room?,이 가격은 방당인가요?
856,Buy clothes here.,여기서 옷을 좀 사고 싶어요
857,Use voucher now?,지금 상품권을 써도 될까요?
858,Taxi to subway.,지하철역 가는 택시가 필요해요
859,Nearest gym?,가장 가까운 체육관은요?
860,River today.,오늘 강에 갈 거예요
861,Little hot water?,뜨거운 물 조금만 주세요
862,Map hotel marked.,호텔이 표시된 지도가 필요해요
863,Govt. name?,현지 정부 이름이 뭐예요?
864,Take many photos.,사진을 많이 찍고 싶어요
865,Small spoon?,작은 숟가락 주시겠어요?
866,Travel sewing kit.,여행용 바느질 도구가 필요해요
867,Bus on time?,버스가 제시간에 오나요?
868,Holiday trip here.,휴가 여행차 왔어요
869,Bottle of juice?,주스 한 병 주시겠어요?
870,Quiet for reading.,독서할 조용한 곳이 필요해요
871,Good view point?,좋은 전망대는 어디예요?
872,Try local dish.,현지 음식을 먹어보고 싶어요
873,Use the heater?,히터를 써도 될까요?
874,Ticket next city.,다음 도시 가는 표가 필요해요
875,Travel distance?,여행 거리는 얼마나 돼요?
876,Enjoying view.,그냥 경치를 즐기는 중이에요
877,Clean fork?,깨끗한 포크 주시겠어요?
878,Receipt with time.,시간이 있는 영수증이 필요해요
879,Open on Mondays?,월요일에도 가게가 여나요?
880,See local market.,현지 시장을 보고 싶어요
881,Warm tea please.,따뜻한 차 한 잔 주세요
882,Taxi to port.,항구 가는 택시가 필요해요
883,Ticket machine?,표 사는 기계는 어디예요?
884,Leaving for home.,곧 집으로 떠날 거예요
885,Coffee refill?,커피 리필 좀 되나요?
886,Reserve for 1.,1인 예약을 해야 해요
887,Opening hour today?,오늘 여는 시간은 몇 시예요?
888,Visit mountains.,산에 가고 싶어요
889,Use computer free?,컴퓨터를 무료로 써요?
890,Map hiking trails.,등산로 지도가 필요해요
891,Safe for walking?,걷기에 안전한 지역인가요?
892,Long vacation here.,긴 휴가차 왔습니다
893,Table by window.,창문 옆 테이블로 주세요
894,Small coke bottle.,작은 콜라 한 병이 필요해요
895,Buy phone card?,전화 카드는 어디서 사요?
896,Try famous dessert.,유명한 디저트를 먹고 싶어요
897,Senior discount?,어르신 할인이 되나요?
898,Room twin bed.,트윈 침대 방이 필요해요
899,Max luggage size?,최대 수하물 크기는요?
900,See main sights.,주요 명소를 보고 싶어요
901,Laptop in cafe?,카페에서 노트북을 써도 돼요?
902,Local guide book.,현지 가이드북이 필요해요
903,Best photo spot?,사진 찍기 좋은 곳은 어디예요?
904,To station later.,나중에 역에 갈 거예요
905,Glass of iced tea?,아이스 티 한 잔 주세요
906,Ticket to theater.,극장에 가는 표가 필요해요
907,Taxi expensive?,여기 택시가 비싼가요?
908,Take boat ride.,배를 타고 싶어요
909,Smaller bag?,더 작은 봉투 주시겠어요?
910,Map English names.,영어로 된 지도가 필요해요
911,Nearest exit?,가장 가까운 출구는 어디예요?
912,Month-long trip.,한 달 여행 중이에요
913,More water?,물 좀 더 주시겠어요?
914,Reserve next week.,다음 주에 예약해야 해요
915,Find good bar?,좋은 바는 어디서 찾아요?
916,Try local wine.,현지 와인을 마시고 싶어요
917,Use air con?,에어컨을 써도 될까요?
918,Souvenir for kids.,아이들용 작은 기념품이 필요해요
919,Open weekends?,주말에도 가게가 여나요?
920,Park tomorrow.,내일 공원에 갈 거예요
921,Clean plate?,깨끗한 접시 주세요
922,Reserve for 6 pm.,오후 6시에 예약해야 해요
923,Local food spec.?,현지 음식 특산품이 뭐예요?
924,Buy tea leaves.,찻잎을 좀 사고 싶어요
925,Ride to station?,역까지 태워다 줄래요?
926,Map city center.,시내 중심가 지도가 필요해요
927,Bus stop airport?,공항 가는 버스 정류장은?
928,Alone today.,오늘은 혼자 여행 중이에요
929,Cold soda please.,시원한 탄산음료 주세요
930,Small beer bottle.,작은 맥주 한 병이 필요해요
931,Late check-out?,늦은 체크아웃이 되나요?
932,See night view.,야경을 보고 싶어요
933,Use the fridge?,냉장고를 써도 될까요?
934,Ticket to museum.,박물관으로 가는 표가 필요해요
935,Tourist route?,관광객 경로는 뭐예요?
936,Just relaxing.,여기서 그냥 쉬는 중이에요
937,Warm blanket?,따뜻한 담요 주시겠어요?
938,Copy of menu.,메뉴판 복사본이 필요해요
939,Nearest bridge?,가장 가까운 다리는 어디예요?
940,Walk by the sea.,바닷가를 따라 걷고 싶어요
941,Mayonnaise?,마요네즈 좀 주시겠어요?
942,Clean tablecloth.,깨끗한 식탁보가 필요해요
943,Gym on Sundays?,일요일에도 체육관이 여나요?
944,Theatre tonight.,오늘 밤 극장에 갈 거예요
945,Use my camera?,여기서 카메라를 써도 될까요?
946,Cold water bottle.,찬물 한 병이 필요해요
947,Buy cheap lunch?,저렴한 점심은 어디서 사요?
948,See clock tower.,시계탑을 보고 싶어요
949,Family discount?,가족 할인이 되나요?
950,Reserve for 7 am.,오전 7시에 예약해야 해요
951,Closing time tonight?,오늘 밤 마감 시간은요?
952,Short visit here.,잠시 방문하러 왔습니다
953,Small soup?,작은 수프 좀 주시겠어요?
954,Map local area.,현지 지역 지도가 필요해요
955,WiFi password?,인터넷 비밀번호가 필요한가요?
956,Try the fish dish.,생선 요리를 먹고 싶어요
957,Use hair dryer?,헤어 드라이어를 써도 될까요?
958,Ticket main stn.,중앙역 가는 표가 필요해요
959,Train to Incheon?,인천 가는 기차는 어디예요?
960,Leaving Sunday.,일요일에 떠날 거예요
961,Hot tea please.,뜨거운 차 좀 주시겠어요?
962,Small soda bottle.,작은 탄산음료 한 병이 필요해요
963,Exchange rate?,환전 환율은 얼마예요?
964,See port now.,지금 항구를 보고 싶어요
965,Taxi to subway?,지하철역 가는 택시 불러주세요
966,Clean glass.,깨끗한 잔이 필요해요
967,Open late?,박물관이 늦게까지 여나요?
968,Here with parents.,부모님과 함께 왔어요
969,Table counter.,카운터 옆 테이블로 할게요
970,Reserve for dinner.,저녁 식사 예약을 해야 해요
971,Find good bakery?,맛있는 빵집은 어디예요?
972,Take tour bus.,관광 버스를 타고 싶어요
973,Use own cup?,제 커피잔을 써도 될까요?
974,Map local bus.,현지 버스 지도가 필요해요
975,Total amount?,총액은 얼마예요?
976,Looking at view.,그냥 경치만 보고 있어요
977,Small rice portion.,밥 조금만 주시겠어요?
978,Small bag for this.,이것을 담을 작은 봉투가 필요해요
979,Bus to center?,이 버스가 시내에 가나요?
980,Try local dessert.,현지 디저트를 먹고 싶어요
981,Use public restrm?,공중화장실을 써도 될까요?
982,Ticket to airport.,공항 가는 표가 필요해요
983,Tourist map?,관광 지도는 어디 있어요?
984,Leaving afternoon.,오후에 떠날 거예요
985,More ice cream?,아이스크림 좀 더 주세요
986,Taxi in 20 min.,20분 뒤에 택시 부탁해요
987,Bus fare to city?,시내 버스 요금은 얼마예요?
988,See whole market.,시장 전체를 보고 싶어요
989,Small souvenir?,작은 기념품 주시겠어요?
990,Reserve for 5.,5인 예약을 해야 해요
991,Main road where?,주요 도로는 어디예요?
992,Traveling for work.,일 때문에 여행 중이에요
993,Hot drink now?,지금 따뜻한 음료 주세요
994,Clean face towel.,얼굴 닦을 깨끗한 수건이 필요해요
995,Price same all?,가격은 모두 똑같나요?
996,Visit temple now.,지금 절에 가고 싶어요
997,Use stairs here?,여기 계단을 써도 돼요?
998,Ticket to tower.,탑으로 가는 표가 필요해요
999,Want to check out.,체크아웃하고 싶어요
